idx,Option,Filing_Date,Trade_Date,Ticker,Company_Name,Insider_Name,Title,Trade_Type,Price,Qty,Owned,ΔOwn,Value,2w,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,1yr,2yr,2w%,1m%,2m%,3m%,4m%,5m%,6m%,7m%,8m%,9m%,10m%,11m%,1yr%,2yr%,active,done,skip,source,exchange
68,False,2016-01-05,2015-12-17,MDBX,"Medbox, Inc.",Mitchell C Douglas,CFO,P - Purchase,0.0,159574.0,522570.0,44.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
70,False,2016-01-04,2015-12-31,ATU,Actuant Corp,Lampereur Andrew,EVP - CFO,P - Purchase,23.375781,36400.0,394339.0,10.0,860892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
69,False,2016-01-04,2015-12-30,ENPT,"Enerpulse Technologies, Inc.",Templeton Bryan C,"CFO, Treasurer",P - Purchase,0.0,25000.0,33700.0,287.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
71,False,2015-12-31,2015-12-30,IGXT,Intelgenx Technologies Corp.,Godin Andre,"EVP, CFO",P - Purchase,0.52,9500.0,44500.0,27.0,4921.0,0.46,0.47,0.5,0.56,0.57,0.56,0.51,0.52,0.92,0.83,0.75,0.57,0.75,0.8,-11.54,-9.62,-3.85,7.69,9.62,7.69,-1.92,0.0,76.92,59.62,44.23,9.62,44.23,53.85,False,True,True,YF,
72,False,2015-12-28,2015-12-24,MU,Micron Technology Inc,Maddock Ernest E,"CFO, VP, Finance",P - Purchase,14.414,10000.0,113256.0,10.0,143200.0,13.34,11.03,11.34,11.11,10.6,10.81,12.48,13.97,16.76,17.59,17.03,19.34,23.29,43.08,-7.45,-23.48,-21.33,-22.92,-26.46,-25.0,-13.42,-3.08,16.28,22.03,18.15,34.18,61.58,198.88,True,True,True,YF,NASDAQ
73,False,2015-12-24,2015-12-22,ATU,Actuant Corp,Lampereur Andrew,EVP - CFO,P - Purchase,24.259947,20000.0,357939.0,6.0,462400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
74,False,2015-12-24,2015-12-23,IGXT,Intelgenx Technologies Corp.,Godin Andre,EVP + CFO,P - Purchase,0.5,15350.0,35000.0,78.0,7840.0,0.52,0.39,0.49,0.59,0.56,0.52,0.51,0.5,0.82,0.9,0.72,0.68,0.75,0.73,4.0,-22.0,-2.0,18.0,12.0,4.0,2.0,0.0,64.0,80.0,44.0,36.0,50.0,46.0,False,True,True,YF,
75,False,2015-12-23,2015-12-22,BBEP,Breitburn Energy Partners LP,Jackson James G,"EVP, CFO",P - Purchase,0.63,30000.0,329974.0,10.0,17488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
78,False,2015-12-23,2015-12-21,IGXT,Intelgenx Technologies Corp.,Godin Andre,EVP + CFO,P - Purchase,0.51,19650.0,19650.0,New,9888.0,0.52,0.39,0.49,0.59,0.56,0.52,0.51,0.5,0.82,0.9,0.72,0.68,0.75,0.73,1.96,-23.53,-3.92,15.69,9.8,1.96,0.0,-1.96,60.78,76.47,41.18,33.33,47.06,43.14,False,True,True,YF,
76,False,2015-12-23,2015-12-21,NSEC,National Security Group Inc,McLeod Brian R,CFO,P - Purchase,13.668,2120.0,24113.0,10.0,31926.0,13.89,13.73,14.32,14.09,13.66,,15.73,16.86,18.18,18.17,16.37,15.62,15.88,11.85,1.62,0.45,4.77,3.09,-0.06,,15.09,23.35,33.01,32.94,19.77,14.28,16.18,-13.3,True,True,True,YF,NASDAQ
77,False,2015-12-23,2015-12-21,TLN,Talen Energy Corp,McGuire Jeremy R.,"SVP, CFO, Chief Acct Officer",P - Purchase,6.4,20000.0,44323.0,82.0,128130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
80,False,2015-12-22,2015-12-21,SUME,Summer Energy Holdings Inc,George Jaleea Pyle,"CFO, Secretary",P - Purchase,0.0,2520.0,12340.0,26.0,3352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
79,False,2015-12-22,2015-12-18,LDR,Landauer Inc,Fujii Daniel,"VP, CFO",P - Purchase,27.724485,250.0,4459.0,6.0,7290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
82,False,2015-12-21,2015-12-17,TRCK,"Track Group, Inc.",Merrill John R,CFO,P - Purchase,3.5,3000.0,7167.0,72.0,7815.0,6.0,6.99,8.0,7.5,6.1,4.7,5.0,4.35,7.3,7.4,5.0,6.15,3.36,1.23,71.43,99.71,128.57,114.29,74.29,34.29,42.86,24.29,108.57,111.43,42.86,75.71,-4.0,-64.86,False,True,True,YF,
81,False,2015-12-21,2015-12-18,EXA,Exa Corp,Gilbody Richard F.,CFO,P - Purchase,11.09,10000.0,20000.0,100.0,109231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
83,False,2015-12-18,2015-12-17,CBIO,"Catalyst Biosciences, Inc.",Payne Fletcher,CFO,P - Purchase,30.0,10000.0,25032.0,67.0,20000.0,40.2,42.15,33.0,31.5,25.05,20.85,23.85,22.05,19.95,18.45,17.7,10.35,9.75,8.9,34.0,40.5,10.0,5.0,-16.5,-30.5,-20.5,-26.5,-33.5,-38.5,-41.0,-65.5,-67.5,-70.33,True,True,True,YF,NASDAQ
85,False,2015-12-18,2015-12-17,SYRX,Sysorex Global Holdings Corp.,Harris Kevin Roy,CFO,P - Purchase,8.85,5000.0,15000.0,50.0,2959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
84,False,2015-12-18,2015-12-16,EXA,Exa Corp,Gilbody Richard F.,CFO,P - Purchase,10.66,10000.0,10000.0,New,105224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
86,False,2015-12-17,2015-12-17,HGBL,Heritage Global Inc.,West Scott Allen,"CFO, Heritage Global Inc.",P - Purchase,0.12,20000.0,145000.0,16.0,2400.0,0.23,0.22,0.25,0.2,0.14,0.16,0.17,0.23,0.3,0.45,0.45,0.48,0.33,0.34,91.67,83.33,108.33,66.67,16.67,33.33,41.67,91.67,150.0,275.0,275.0,300.0,175.0,183.33,True,True,True,YF,NASDAQ
88,False,2015-12-17,2015-12-16,RXDX,"Ignyta, Inc.",Chacko Jacob,CFO,P - Purchase,24.95,1500.0,6438.0,30.0,18000.0,20.56,18.55,24.5,23.38,21.65,21.1,22.69,22.67,34.46,30.26,39.26,35.22,43.64,0.0,-17.6,-25.65,-1.8,-6.29,-13.23,-15.43,-9.06,-9.14,38.12,21.28,57.35,41.16,74.91,0.0,False,True,True,YF,
87,False,2015-12-17,2015-12-15,ECPG,Encore Capital Group Inc,Clark Jonathan C,"EVP, CFO, Treasurer",P - Purchase,30.92,1000.0,13185.0,8.0,28440.0,30.56,24.25,20.51,26.75,24.78,26.92,26.33,23.4,21.38,21.97,22.07,20.0,29.9,45.35,-1.16,-21.57,-33.67,-13.49,-19.86,-12.94,-14.84,-24.32,-30.85,-28.95,-28.62,-35.32,-3.3,46.67,True,True,True,YF,NASDAQ
94,False,2015-12-16,2015-12-15,ARES,Ares Management LP,McFerran Michael R,"EVP, CFO, Treasurer",P - Purchase,9.398,10000.0,37248.0,37.0,127627.0,9.6,8.63,8.19,9.4,10.68,11.02,10.68,10.24,13.24,,14.56,14.12,,15.25,2.15,-8.17,-12.85,0.02,13.64,17.26,13.64,8.96,40.88,,54.93,50.24,,62.27,True,True,True,YF,
89,False,2015-12-16,2015-12-14,PDLI,"Pdl Biopharma, Inc.",Garcia Peter S,"VP, CFO",P - Purchase,47.44605,15000.0,126041.0,14.0,52445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
93,False,2015-12-16,2015-12-14,APU,Amerigas Partners LP,Gallagher Hugh J.,CFO,P - Purchase,23.396228,4200.0,8332.0,102.0,139440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
95,False,2015-12-16,2015-12-15,RSO,Resource Capital Corp.,Bryant David J,"SVP, CFO, Treas.",P - Purchase,9.52681,2000.0,2000.0,New,31400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
92,False,2015-12-16,2015-12-15,MCEP,"Mid-Con Energy Partners, LP",Peterson Michael David,CFO,P - Purchase,252.0,10000.0,22250.0,82.0,11500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
91,False,2015-12-16,2015-12-15,AGX,Argan Inc,Watson David Hibbert,"SVP, CFO",P - Purchase,27.522,1000.0,2935.0,52.0,32390.0,27.29,25.33,24.64,27.78,29.6,28.5,28.92,37.77,40.11,41.36,48.67,47.97,53.73,52.05,-0.84,-7.96,-10.47,0.94,7.55,3.55,5.08,37.24,45.74,50.28,76.84,74.3,95.23,89.12,True,True,True,YF,NYSE
90,True,2015-12-16,2015-12-16,CBK,Christopher & Banks Corp,Michielutti Peter G,"EVP, COO, CFO",P - Purchase,1.1,30000.0,71240.0,73.0,32919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
99,False,2015-12-15,2015-12-14,PLX,"Protalix Biotherapeutics, Inc.",Maimon Yossi,"VP, CFO",P - Purchase,7.5,10000.0,195000.0,5.0,7800.0,10.2,9.4,8.1,8.5,8.9,8.0,8.1,6.5,6.0,6.1,5.5,4.6,3.2,6.1,36.0,25.33,8.0,13.33,18.67,6.67,8.0,-13.33,-20.0,-18.67,-26.67,-38.67,-57.33,-18.67,True,True,True,YF,AMEX
96,False,2015-12-15,2015-12-14,FXCM,Fxcm Inc.,Lande Robert,CFO,P - Purchase,8.08,10000.0,14030.0,248.0,58500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
98,False,2015-12-15,2015-12-14,LAND,Gladstone Land Corp,Parrish Lewis,CFO,P - Purchase,6.664,500.0,1500.0,50.0,4125.0,6.6,6.72,5.86,,7.07,7.94,8.31,8.18,9.14,8.97,9.22,9.54,8.23,11.58,-0.96,0.84,-12.06,,6.09,19.15,24.7,22.75,37.15,34.6,38.36,43.16,23.5,73.77,True,True,True,YF,NASDAQ
97,False,2015-12-15,2015-12-11,GTIM,Good Times Restaurants Inc,James K Zielke,CFO,P - Purchase,4.43,30100.0,54130.0,125.0,129901.0,4.86,4.69,3.91,4.4,4.09,3.22,3.27,3.74,3.52,3.51,3.25,2.9,3.15,2.55,9.71,5.87,-11.74,-0.68,-7.67,-27.31,-26.19,-15.58,-20.54,-20.77,-26.64,-34.54,-28.89,-42.44,True,True,True,YF,NASDAQ
103,False,2015-12-14,2015-12-11,OFG,Ofg Bancorp,Kumar Ganesh,"CFO, EVP",P - Purchase,5.981,5000.0,5000.0,New,33673.0,7.25,6.26,4.4,5.17,6.18,7.6,7.62,7.31,9.57,9.62,9.15,9.12,11.42,7.7,21.22,4.66,-26.43,-13.56,3.33,27.07,27.4,22.22,60.01,60.84,52.98,52.48,90.94,28.74,True,True,True,YF,NYSE
101,False,2015-12-14,2015-12-09,CTSO,Cytosorbents Corp,Bloch Kathleen P.,CFO,P - Purchase,6.87,2125.0,9125.0,30.0,14981.0,6.28,4.97,3.65,4.58,3.91,4.4,4.45,4.94,5.05,5.15,5.65,5.5,5.3,6.85,-8.59,-27.66,-46.87,-33.33,-43.09,-35.95,-35.23,-28.09,-26.49,-25.04,-17.76,-19.94,-22.85,-0.29,True,True,True,YF,NASDAQ
100,False,2015-12-14,2015-12-10,TLYS,"Tilly'S, Inc.",Henry Michael,CFO,P - Purchase,3.903,5000.0,20000.0,33.0,30357.0,4.06,3.94,4.03,5.02,4.34,3.77,3.87,3.78,4.18,5.89,6.12,6.19,9.61,10.62,4.02,0.95,3.25,28.62,11.2,-3.41,-0.85,-3.15,7.1,50.91,56.8,58.6,146.22,172.1,True,True,True,YF,NYSE
107,False,2015-12-14,2015-12-11,LFVN,Lifevantage Corp,Jaggi Mark R.,CFO,P - Purchase,8.08,1000.0,18143.0,6.0,7990.0,8.75,8.48,8.01,9.59,9.11,9.8,13.47,14.39,13.3,12.3,9.49,7.77,10.0,5.6,8.29,4.95,-0.87,18.69,12.75,21.29,66.71,78.09,64.6,52.23,17.45,-3.84,23.76,-30.69,True,True,True,YF,NASDAQ
104,False,2015-12-14,2015-12-11,CMT,Core Molding Technologies Inc,Zimmer John P,"VP, Treasurer, Secretary, CFO",P - Purchase,11.226,3000.0,30074.0,11.0,33780.0,13.22,9.96,10.4,12.6,12.28,11.62,12.35,14.04,14.24,14.92,18.75,14.29,16.73,22.22,17.76,-11.28,-7.36,12.24,9.39,3.51,10.01,25.07,26.85,32.91,67.02,27.29,49.03,97.93,True,True,True,YF,AMEX
105,False,2015-12-14,2015-12-14,MJN,Mead Johnson Nutrition Co,Cup Michel Martinus Gerardus,"EVP, CFO",P - Purchase,75.099263,4000.0,6000.0,200.0,306000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
102,False,2015-12-14,2015-12-14,JMP,Jmp Group LLC,Jackson Raymond,CFO,P - Purchase,4.05806,4000.0,84457.0,5.0,21056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
106,False,2015-12-14,2015-12-14,RCGP,"Radiant Creations Group, Inc.",Alexander Gary D.,"CFO, Secretary, 10%",P - Purchase,0.0,47210.0,1057210.0,5.0,10858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
109,False,2015-12-11,2015-12-11,FGP,Ferrellgas Partners L P,Heitmann Alan C,CFO,P - Purchase,12.072982,5960.0,15960.0,60.0,94168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
108,False,2015-12-11,2015-12-10,NK,"Nantkwest, Inc.",Wilson Angela,CFO,P - Purchase,15.33,3265.0,3265.0,New,50043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
110,False,2015-12-10,2015-12-08,NSEC,National Security Group Inc,McLeod Brian R,CFO,P - Purchase,13.143,1000.0,21993.0,5.0,14500.0,13.78,13.89,14.22,13.86,13.51,14.14,13.87,15.9,17.64,18.18,18.09,16.16,16.44,11.77,4.85,5.68,8.19,5.46,2.79,7.59,5.53,20.98,34.22,38.32,37.64,22.96,25.09,-10.45,True,True,True,YF,NASDAQ
112,False,2015-12-09,2015-12-08,BKSC,Bank of South Carolina Corp,Sharry Sheryl G,"EVP, CFO, Treasurer",P - Purchase,11.843,7000.0,97924.0,8.0,114328.0,12.08,11.92,12.02,11.96,11.76,11.75,11.6,11.71,12.7,12.72,13.03,14.07,14.48,14.66,2.0,0.65,1.49,0.99,-0.7,-0.79,-2.05,-1.12,7.24,7.41,10.02,18.8,22.27,23.79,True,True,True,YF,NASDAQ
111,False,2015-12-09,2015-12-07,CQP,"Cheniere Energy Partners, L.P.",Wortley Michael J,"SVP, CFO",P - Purchase,14.757,4000.0,5000.0,400.0,87445.0,14.52,17.04,,16.06,19.92,19.85,19.93,21.32,,19.02,19.0,20.65,19.3,21.42,-1.61,15.47,,8.83,34.99,34.51,35.05,44.47,,28.89,28.75,39.93,30.79,45.15,True,True,True,YF,AMEX
113,False,2015-12-09,2015-12-07,BMTC,Bryn Mawr Bank Corp,Harrington Michael W,CFO,P - Purchase,24.235568,2000.0,9000.0,29.0,57960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
114,True,2015-12-08,2015-12-04,AJSB,"Ajs Bancorp, Inc.",Weberling Jerry A,"EVP, CFO",P - Purchase,0.0,3834.0,9854.0,64.0,55976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
117,False,2015-12-08,2015-12-04,TSC,"Tristate Capital Holdings, Inc.",Sullivan Mark L.,"VICE COB, CFO",P - Purchase,12.96,10000.0,120137.0,9.0,131571.0,12.88,13.85,11.91,11.96,12.36,13.34,13.18,13.45,14.6,14.93,16.05,17.65,20.95,24.4,-0.62,6.87,-8.1,-7.72,-4.63,2.93,1.7,3.78,12.65,15.2,23.84,36.19,61.65,88.27,True,True,True,YF,NASDAQ
115,True,2015-12-08,2015-12-04,IMCI,Infinite Group Inc,Witzel James,CFO,P - Purchase,0.03,183915.0,277965.0,196.0,4158.0,0.02,0.05,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.04,0.03,0.03,0.04,0.03,-33.33,66.67,-33.33,-33.33,-33.33,-33.33,0.0,-33.33,0.0,33.33,0.0,0.0,33.33,0.0,False,True,True,YF,
116,False,2015-12-08,2015-12-08,CDI,Cdi Corp,Castleman Michael S,"EVP, CFO",P - Purchase,6.54,2500.0,10139.0,33.0,16500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
120,False,2015-12-07,2015-12-07,NRG,"Nrg Energy, Inc.",Andrews Kirkland B,"EVP, CFO",P - Purchase,7.969,10000.0,175008.0,6.0,89400.0,9.14,10.35,,9.21,12.41,12.8,14.1,13.13,,12.49,10.75,10.12,10.29,23.38,14.69,29.88,,15.57,55.73,60.62,76.94,64.76,,56.73,34.9,26.99,29.13,193.39,True,True,True,YF,NYSE
118,False,2015-12-07,2015-12-07,HIFR,"Infrareit, Inc.",Meleski Brant,"SVP, CFO",P - Purchase,16.898227,5000.0,5000.0,New,101300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
119,False,2015-12-07,2015-12-04,ETE,"Energy Transfer Equity, L.P.",Welch Jamie,Group CFO,P - Purchase,1.405,50000.0,974000.0,5.0,787500.0,1.55,1.54,1.95,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.32,9.61,38.79,48.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,YF,
121,False,2015-12-07,2015-12-04,CWBC,Community West Bancshares ,Baltuskonis Charles G,"EVP, CFO",P - Purchase,6.23,1161.0,12000.0,11.0,8172.0,6.17,6.21,6.24,6.27,6.24,6.24,6.59,6.58,6.71,,7.42,7.45,,9.48,-0.96,-0.32,0.16,0.64,0.16,0.16,5.78,5.62,7.7,,19.1,19.58,,52.17,True,True,True,YF,NASDAQ
122,False,2015-12-03,2015-12-02,ADMA,"Adma Biologics, Inc.",Lenz Brian,CFO,P - Purchase,9.65,1000.0,6000.0,20.0,9151.0,8.83,8.7,6.13,0.0,5.75,7.5,6.34,6.92,6.45,5.61,7.41,6.22,5.91,3.16,-8.5,-9.84,-36.48,0.0,-40.41,-22.28,-34.3,-28.29,-33.16,-41.87,-23.21,-35.54,-38.76,-67.25,True,True,True,YF,NASDAQ
123,False,2015-12-02,2015-11-30,REN,Resolute Energy Corp,Gazulis Theodore,"EVP, CFO",P - Purchase,4.3995,57000.0,750414.0,8.0,50160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
124,False,2015-12-01,2015-12-01,MARK,"Remark Media, Inc.",Osrow Douglas,CFO,P - Purchase,4.77,4000.0,4000.0,New,19080.0,4.41,5.05,4.34,4.1,4.62,4.66,4.79,4.32,4.52,4.77,4.41,4.15,4.51,9.33,-7.55,5.87,-9.01,-14.05,-3.14,-2.31,0.42,-9.43,-5.24,0.0,-7.55,-13.0,-5.45,95.6,False,True,True,YF,
126,False,2015-11-30,2015-11-30,RMGN,Rmg Networks Holding Corp,Bell Jana A,"EVP, CFO",P - Purchase,2.694,2500.0,2500.0,New,1743.0,3.02,2.74,2.85,2.9,3.86,3.56,3.71,3.75,3.83,3.94,3.48,2.9,3.34,1.03,12.1,1.71,5.79,7.65,43.28,32.15,37.71,39.2,42.17,46.25,29.18,7.65,23.98,-61.77,False,True,True,YF,
128,False,2015-11-30,2015-11-25,EBMT,"Eagle Bancorp Montana, Inc.",Clark Laura,"SVP, CFO",P - Purchase,10.339,425.0,425.0,New,4985.0,10.68,10.87,10.5,10.02,10.63,10.89,,11.22,11.63,12.26,12.76,12.82,14.09,17.61,3.3,5.14,1.56,-3.09,2.81,5.33,,8.52,12.49,18.58,23.42,24.0,36.28,70.33,True,True,True,YF,NASDAQ
127,False,2015-11-30,2015-11-25,ORM,"Owens Realty Mortgage, Inc.",Draper Bryan H,"Secretary, CFO, Treasurer",P - Purchase,0.0,7600.0,88192.0,9.0,104905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
125,False,2015-11-30,2015-11-25,RBM,Response Biomedical Corp,Adams William J.,"CFO, Corporate Secretary",P - Purchase,0.7,15800.0,47500.0,50.0,10001.0,0.65,0.6,0.6,0.65,0.65,0.81,0.88,1.0,1.06,1.08,1.1,1.08,1.02,0.0,-7.14,-14.29,-14.29,-7.14,-7.14,15.71,25.71,42.86,51.43,54.29,57.14,54.29,45.71,0.0,False,True,True,YF,
129,False,2015-11-27,2015-11-25,THST,"Truett-Hurst, Inc.",Forgue Paul,"CFO, COO",P - Purchase,0.94,2400.0,39030.0,7.0,2400.0,1.36,1.3,1.06,1.33,1.62,1.48,1.51,1.51,1.92,1.81,1.94,1.58,1.86,2.13,44.68,38.3,12.77,41.49,72.34,57.45,60.64,60.64,104.26,92.55,106.38,68.09,97.87,126.6,False,True,True,YF,
130,False,2015-11-25,2015-11-23,WCG,"Wellcare Health Plans, Inc.",Asher Andrew Lynn,"SVP, CFO",P - Purchase,0.0,4000.0,7676.0,109.0,322838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
132,True,2015-11-24,2015-11-20,AJSB,"Ajs Bancorp, Inc.",Weberling Jerry A,"EVP, CFO",P - Purchase,0.0,706.0,6020.0,13.0,10348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
131,False,2015-11-24,2015-11-20,SUME,Summer Energy Holdings Inc,George Jaleea Pyle,"CFO, Secretary",P - Purchase,0.0,2470.0,9820.0,34.0,3172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
133,False,2015-11-24,2015-11-23,MGPI,Mgp Ingredients Inc,Thomas K. Pigott,"VP, CFO",P - Purchase,17.537,2500.0,5500.0,83.0,46500.0,21.39,22.59,20.5,22.74,20.88,24.26,26.32,32.48,39.72,32.65,38.65,38.46,37.74,60.16,21.97,28.81,16.9,29.67,19.06,38.34,50.08,85.21,126.49,86.18,120.39,119.31,115.2,243.05,True,True,True,YF,NASDAQ
